chrom	gene	segreg_c	pri_der_fix_c	score_c
2R	AGAP002908	100	1	0.153641104317
2R	AGAP001351	78	1	0.0767128899371
2R	AGAP002131	26	1	0.246801004578
2R	AGAP002928	31	1	0.182899573379
2R	AGAP004273	571	5	0.0599736404848
2R	AGAP003017	41	1	0.0939097691762
2R	AGAP013321	209	1	0.0765450007772
2R	AGAP001874	582	4	0.0743973462676
2R	AGAP002344	73	1	0.0580825520999
2R	AGAP002387	53	1	0.0236713865883
2R	AGAP002784	451	1	0.629499446617
2R	AGAP003666	123	1	0.183642876773
2R	AGAP013045	11	1	0.681943404852
2R	AGAP002200	107	1	0.176731029176
2R	AGAP002807	273	4	0.352328113094
2R	AGAP001410	330	10	4.07202034042
2R	AGAP001824	1634	88	80.317267778
2R	AGAP002306	20	1	0.355670850763
2R	AGAP002895	38	1	0.116703724199
2R	AGAP002294	78	1	0.0767128899371
2R	AGAP004017	24	1	0.278186038561
2R	AGAP003972	83	1	0.0948695206523
2R	AGAP003218	86	1	0.105555985557
2R	AGAP013145	2531	47	6.95805379462
2R	AGAP003510	47	1	0.0553046874696
2R	AGAP001896	21	1	0.334075490447
2R	AGAP001777	102	2	0.297551009182
2R	AGAP003483	32	1	0.172056147316
2R	AGAP001187	725	1	1.21627761172
2R	AGAP013471	15	1	0.497323242982
2R	AGAP002199	364	2	0.131951707744
2R	AGAP002582	20	1	0.355670850763
2R	AGAP003323	55	1	0.0143299785913
2R	AGAP001412	427	2	0.255222955375
2R	AGAP001818	5	1	1.34868053735
2R	AGAP001902	35	1	0.142509253226
2R	AGAP001905	145	2	0.0892760306283
2R	AGAP001782	86	2	0.423782915333
2R	AGAP003524	59	1	0.00288724831479
2R	AGAP003256	26	1	0.246801004578
2R	AGAP003893	824	4	0.460785815688
2R	AGAP003574	172	1	0.012172794452
2R	AGAP003331	195	3	0.285113584883
2R	AGAP002924	938	8	0.0626454287816
2R	AGAP003202	46	1	0.0611909988738
2R	AGAP002892	82	1	0.0912737282164
2R	AGAP002007	45	2	1.10610916566
2R	AGAP003159	52	1	0.0285489616995
2R	AGAP003734	203	1	0.0622613259661
2R	AGAP013088	121	1	0.193443784445
2R	AGAP002334	219	4	0.627705396668
2R	AGAP003970	61	2	0.740023733927
2R	AGAP002634	128	2	0.155854145016
2R	AGAP002071	200	1	0.0551108514773
2R	AGAP004060	31	2	1.69822333902
2R	AGAP013244	10	1	0.746394442582
2R	AGAP004039	775	16	3.21703671621
2R	AGAP001767	51	1	0.0335737111184
2R	AGAP004639	4	1	1.59962180851
2R	AGAP013359	22	1	0.314082595659
2R	AGAP002614	117	3	0.861942248452
2R	AGAP001786	1002	7	0.137056463249
2R	AGAP002723	29	1	0.206346819098
2R	AGAP002544	1498	5	1.36441974266
2R	AGAP001720	44	1	0.0735822008692
2R	AGAP001518	185	1	0.0192835315858
2R	AGAP004090	170	3	0.412670739774
2R	AGAP013344	19	1	0.379091098206
2R	AGAP001807	262	2	0.0688507057839
2R	AGAP001677	53	8	21.8399360975
2R	AGAP013466	41	1	0.0939097691762
2R	AGAP002560	174	3	0.389772349447
2R	AGAP003997	1103	23	4.63027610154
2R	AGAP001919	59	2	0.775806955273
2R	AGAP003823	459	1	0.647097497464
2R	AGAP004348	66	3	1.93664072026
2R	AGAP002578	438	8	1.27596748625
2R	AGAP003296	305	1	0.301237390144
2R	AGAP002576	215	6	2.12516049523
2R	AGAP001597	256	1	0.187498850085
2R	AGAP003865	61	1	0.0110850243282
2R	AGAP003206	453	2	0.306645455441
2R	AGAP001139	37	1	0.124939379216
2R	AGAP002686	34	1	0.151899698139
2R	AGAP001417	26	1	0.246801004578
2R	AGAP004107	91	3	1.26635674051
2R	AGAP002536	337	2	0.0799889591167
2R	AGAP002296	299	5	0.64858227861
2R	AGAP004345	99	4	2.33870049976
2R	AGAP004417	27	1	0.232520143266
2R	AGAP002881	954	5	0.44167815778
2R	AGAP013190	106	1	0.173466996441
2R	AGAP004224	62	2	0.722925034705
2R	AGAP001996	28	1	0.219060591728
2R	AGAP004059	80	1	0.0840295871754
2R	AGAP003096	72	1	0.0542949443309
2R	AGAP003781	178	1	0.00253010342181
2R	AGAP003305	1419	3	1.85815737268
2R	AGAP004169	2022	3	3.01026766573
2R	AGAP002886	74	1	0.0618490349608
2R	AGAP003315	36	1	0.133532328613
2R	AGAP001879	38	1	0.116703724199
2R	AGAP004247	47	1	0.0553046874696
2R	AGAP004394	52	1	0.0285489616995
2R	AGAP001181	40	1	0.101209873536
2R	AGAP004244	377	7	1.16225507493
2R	AGAP013150	40	3	3.43746674877
2R	AGAP004648	192	7	3.72839514294
2R	AGAP003349	277	7	2.11050166863
2R	AGAP002349	42	1	0.0868826668423
2R	AGAP003265	37	2	1.39479322393
2R	AGAP003924	342	1	0.385837819137
2R	AGAP004006	23	2	2.31793043118
2R	AGAP004278	20	6	28.982698287
2R	AGAP004229	189	5	1.609571488
2R	AGAP003076	616	1	0.986285020027
2R	AGAP002577	202	1	0.0598784529559
2R	AGAP004202	36	4	7.34004428663
2R	AGAP002718	228	2	0.124083697675
2R	AGAP003847	50	5	8.57069124869
2R	AGAP004440	405	1	0.527597322966
2R	AGAP004653	9	2	5.45750795634
2R	AGAP001150	75	1	0.0655948628605
2R	AGAP013068	15	1	0.497323242982
2R	AGAP002035	127	2	0.160294288461
2R	AGAP003060	557	1	0.860072813259
2R	AGAP002877	19	1	0.379091098206
2R	AGAP001240	48	1	0.049609608878
2R	AGAP002023	70	1	0.0466543934659
2R	AGAP004409	44	2	1.13695779723
2R	AGAP003129	48	1	0.049609608878
2R	AGAP004637	33	2	1.58602911478
2R	AGAP002083	394	1	0.503038243297
2R	AGAP013050	29	5	14.5514405449
2R	AGAP003335	728	33	24.1845160419
2R	AGAP003268	41	1	0.0939097691762
2R	AGAP003354	38	1	0.116703724199
2R	AGAP002443	138	1	0.118764591824
2R	AGAP004004	27	1	0.232520143266
2R	AGAP002802	383	2	0.168877253432
2R	AGAP001224	36	1	0.133532328613
2R	AGAP013605	3	1	1.96724658425
2R	AGAP002008	49	1	0.044095591751
2R	AGAP002202	46	2	1.07648264023
2R	AGAP002055	104	1	0.166905174159
2R	AGAP003935	26	2	2.04562407842
2R	AGAP002044	43	1	0.0801119019174
2R	AGAP004335	1009	7	0.145631991566
2R	AGAP002619	100	1	0.153641104317
2R	AGAP003856	20	2	2.66164421872
2R	AGAP003559	1696	5	1.71802677719
2R	AGAP001819	18	3	7.52559599222
2R	AGAP004230	401	24	25.2523366907
2R	AGAP004078	122	1	0.188505324961
2R	AGAP013294	444	18	11.3150659776
2R	AGAP003049	91	1	0.123049732105
2R	AGAP003010	239	1	0.147570411905
2R	AGAP003038	426	1	0.574273250192
2R	AGAP001589	45	1	0.0672795361135
2R	AGAP003224	1	1	3.72846815845
2R	AGAP004453	1291	5	1.00218557719
2R	AGAP003409	136	2	0.122557631525
2R	AGAP013296	34	1	0.151899698139
2R	AGAP001257	139	1	0.114914574755
2R	AGAP002899	40	2	1.27427221993
2R	AGAP003573	215	4	0.653915108792
2R	AGAP004095	29	1	0.206346819098
2R	AGAP001393	10	1	0.746394442582
2R	AGAP002272	763	2	0.926317180124
2R	AGAP001464	376	2	0.155243127038
2R	AGAP001211	84	3	1.41586363872
2R	AGAP001165	82	1	0.0912737282164
2R	AGAP013012	1691	1	3.16069034413
2R	AGAP002674	188	3	0.317363090967
2R	AGAP002472	71	1	0.0504857256865
2R	AGAP001685	49	6	12.9410008719
2R	AGAP003410	26	1	0.246801004578
2R	AGAP004642	105	1	0.170191773679
2R	AGAP002829	56	4	4.62362613717
2R	AGAP001372	3204	3	5.25755187904
2R	AGAP003433	30	1	0.194312593655
2R	AGAP002884	50	1	0.038753209354
2R	AGAP002109	566	2	0.531940717484
2R	AGAP001694	100	2	0.311278333318
2R	AGAP013186	40	1	0.101209873536
2R	AGAP002149	140	3	0.625930794262
2R	AGAP004015	21	1	0.334075490447
2R	AGAP001795	27	1	0.232520143266
2R	AGAP001731	86	3	1.37078810555
2R	AGAP002231	42	1	0.0868826668423
2R	AGAP002625	28	1	0.219060591728
2R	AGAP002888	916	3	0.901057679308
2R	AGAP013374	58	4	4.44767166149
2R	AGAP001680	12	1	0.626418425186
2R	AGAP002264	170	1	0.0172950332528
2R	AGAP003160	182	1	0.0121055651537
2R	AGAP004461	45	1	0.0672795361135
2R	AGAP002602	29	1	0.206346819098
2R	AGAP004248	39	1	0.108801201826
2R	AGAP003351	48	1	0.049609608878
2R	AGAP013073	117	1	0.208793884411
2R	AGAP013191	47	3	2.88288682147
2R	AGAP003945	884	7	0.00137429191499
2R	AGAP002316	783	1	1.33724727442
2R	AGAP002251	62	2	0.722925034705
2R	AGAP001609	480	1	0.693129223688
2R	AGAP002960	37	1	0.124939379216
2R	AGAP004372	390	1	0.494088330865
2R	AGAP002219	52	3	2.57175688822
2R	AGAP003513	246	4	0.473997171655
2R	AGAP004161	187	2	0.0265501873427
2R	AGAP002115	399	2	0.200157157097
2R	AGAP002954	85	1	0.102010312442
2R	AGAP002050	93	1	0.129943213037
2R	AGAP003166	219	1	0.100295926069
2R	AGAP003615	44	1	0.0735822008692
2R	AGAP004534	17	2	3.11003587006
2R	AGAP003927	10	1	0.746394442582
2R	AGAP004619	290	2	0.00863117751073
2R	AGAP001586	29	1	0.206346819098
2R	AGAP013386	237	2	0.13585185564
2R	AGAP002966	67	2	0.644469511999
2R	AGAP004050	1661	6	1.36460053905
2R	AGAP002890	67	1	0.035022421289
2R	AGAP002505	377	2	0.157188815094
2R	AGAP001699	239	2	0.129936884043
2R	AGAP001185	69	1	0.0428004274844
2R	AGAP002414	287	7	1.98417099973
2R	AGAP003892	237	1	0.14285728333
2R	AGAP002630	29	2	1.82425935924
2R	AGAP003993	144	1	0.0964329440826
2R	AGAP003019	87	3	1.34898903643
2R	AGAP004049	119	1	0.203555946658
2R	AGAP003125	51	1	0.0335737111184
2R	AGAP002385	18	1	0.404603473867
2R	AGAP004249	60	7	14.6414683337
2R	AGAP002840	52	1	0.0285489616995
2R	AGAP003665	32	1	0.172056147316
2R	AGAP004294	37	1	0.124939379216
2R	AGAP002374	57	3	2.31157540025
2R	AGAP002263	318	2	0.0438741159308
2R	AGAP003251	33	3	4.20327343773
2R	AGAP003931	656	1	1.07112790079
2R	AGAP001200	166	1	0.0279017032673
2R	AGAP004052	1392	15	0.353956150688
2R	AGAP002832	384	4	0.0462296245646
2R	AGAP002638	30	1	0.194312593655
2R	AGAP003873	307	3	0.025167288798
2R	AGAP003156	104	1	0.166905174159
2R	AGAP001265	115	1	0.202461408595
2R	AGAP002687	110	2	0.247299209409
2R	AGAP002669	68	1	0.0389232892818
2R	AGAP001271	215	1	0.0908041690483
2R	AGAP003115	622	5	0.0336927851235
2R	AGAP013114	23	1	0.295505442852
2R	AGAP003398	105	3	1.02469281913
2R	AGAP001171	31	2	1.69822333902
2R	AGAP001501	54	1	0.0189339234649
2R	AGAP002990	15	1	0.497323242982
2R	AGAP002824	511	34	40.7800782788
2R	AGAP001800	174	1	0.00716607328124
2R	AGAP004392	469	1	0.669046353181
2R	AGAP001309	51	1	0.0335737111184
2R	AGAP003926	52	1	0.0285489616995
2R	AGAP001730	505	2	0.410061399051
2R	AGAP004026	316	1	0.326500317095
2R	AGAP003493	184	1	0.0168912578569
2R	AGAP001909	66	1	0.0310972459492
2R	AGAP004341	451	8	1.19330498372
2R	AGAP001470	60	1	0.00700063355264
2R	AGAP002773	1773	4	2.18238987187
2R	AGAP001250	33	3	4.20327343773
2R	AGAP002725	402	2	0.206038556054
2R	AGAP003999	22	1	0.314082595659
2R	AGAP001234	162	2	0.0360958486592
2R	AGAP003555	50	1	0.038753209354
2R	AGAP002907	46	2	1.07648264023
2R	AGAP001756	93	1	0.129943213037
2R	AGAP003735	451	10	2.36813896615
2R	AGAP003904	52	1	0.0285489616995
2R	AGAP001238	829	8	0.0619211716666
2R	AGAP001907	120	6	4.80936499387
2R	AGAP003459	30	2	1.7593519817
2R	AGAP004007	25	1	0.261989732139
2R	AGAP002232	182	8	5.53419957972
2R	AGAP001883	30	1	0.194312593655
2R	AGAP003900	5	1	1.34868053735
2R	AGAP001487	314	1	0.321914209393
2R	AGAP002006	109	3	0.966607670822
2R	AGAP004218	141	1	0.107371303998
2R	AGAP002184	103	2	0.290873099221
2R	AGAP002737	335	6	0.919942006857
2R	AGAP002961	142	4	1.39719391765
2R	AGAP002474	51	1	0.0335737111184
2R	AGAP001858	63	1	0.0191697806498
2R	AGAP002139	32	2	1.64054587201
2R	AGAP003937	122	4	1.75483155839
2R	AGAP001822	18	2	2.94607208647
2R	AGAP004353	394	1	0.503038243297
2R	AGAP013075	55	1	0.0143299785913
2R	AGAP003571	165	1	0.0306318266048
2R	AGAP003487	78	2	0.504644497482
2R	AGAP001715	27	1	0.232520143266
2R	AGAP004117	816	11	0.744149344169
2R	AGAP001443	51	1	0.0335737111184
2R	AGAP003938	31	1	0.182899573379
2R	AGAP002335	66	1	0.0310972459492
2R	AGAP001121	27	1	0.232520143266
2R	AGAP001157	302	3	0.0158052169582
2R	AGAP002133	35	1	0.142509253226
2R	AGAP013494	52	1	0.0285489616995
2R	AGAP001411	207	2	0.0742676943538
2R	AGAP003644	22	1	0.314082595659
2R	AGAP002009	320	2	0.0476552337125
2R	AGAP003238	623	2	0.646064945374
2R	AGAP001672	263	12	8.83419855798
2R	AGAP003934	79	1	0.080380500049
2R	AGAP013184	24	1	0.278186038561
2R	AGAP003133	158	1	0.0506838346145
2R	AGAP003118	90	1	0.119581267379
2R	AGAP002618	88	1	0.112599496771
2R	AGAP004089	14	1	0.535297834383
2R	AGAP001751	1599	9	0.569959484489
2R	AGAP002757	820	1	1.41397665305
2R	AGAP002375	5	1	1.34868053735
2R	AGAP002309	12	1	0.626418425186
2R	AGAP002823	22	2	2.42326452123
2R	AGAP003943	77	1	0.0730263574902
2R	AGAP001419	1001	15	1.3761752577
2R	AGAP002626	34	2	1.53441457161
2R	AGAP002424	1683	4	2.01464793207
2R	AGAP002617	41	1	0.0939097691762
2R	AGAP001794	77	1	0.0730263574902
2R	AGAP002104	907	9	0.108404484685
2R	AGAP004327	160	2	0.0417873035668
2R	AGAP002315	5953	6	9.22669947705
2R	AGAP004306	16	5	24.2082451996
2R	AGAP001788	25	1	0.261989732139
2R	AGAP001878	26	1	0.246801004578
2R	AGAP002512	21	1	0.334075490447
2R	AGAP002651	366	4	0.0815359197692
2R	AGAP004310	191	7	3.75601758908
2R	AGAP003457	523	4	0.00960591864423
2R	AGAP002721	89	1	0.116097951112
2R	AGAP004018	340	1	0.381291625052
2R	AGAP002329	105	1	0.170191773679
2R	AGAP004283	104	2	0.284314564327
2R	AGAP002656	130	1	0.15159498963
2R	AGAP012960	45	1	0.0672795361135
2R	AGAP002307	12	1	0.626418425186
2R	AGAP002152	227	4	0.578164181026
2R	AGAP003269	343	1	0.388109800716
2R	AGAP002681	33	1	0.161736476934
2R	AGAP002005	29	1	0.206346819098
2R	AGAP002691	41	1	0.0939097691762
2R	AGAP003068	402	1	0.520907042986
2R	AGAP003338	19	1	0.379091098206
2R	AGAP001827	59	4	4.36384911727
2R	AGAP002135	625	9	0.767001654516
2R	AGAP004362	192	1	0.0360172488666
2R	AGAP001239	435	4	0.0379544520145
2R	AGAP002826	155	1	0.0598152255254
2R	AGAP001207	90	1	0.119581267379
2R	AGAP002874	94	1	0.133368763159
2R	AGAP003303	163	2	0.0333007936602
2R	AGAP004140	93	3	1.22758267951
2R	AGAP003813	15	1	0.497323242982
2R	AGAP004033	493	1	0.721511090141
2R	AGAP002136	66	1	0.0310972459492
2R	AGAP004591	27	1	0.232520143266
2R	AGAP001156	124	1	0.178854707401
2R	AGAP003623	535	1	0.812650063538
2R	AGAP002736	93	1	0.129943213037
2R	AGAP002511	195	1	0.0431815027774
2R	AGAP003488	47	1	0.0553046874696
2R	AGAP003976	192	2	0.0385005408911
2R	AGAP003557	29	2	1.82425935924
2R	AGAP012951	83	3	1.43917386463
2R	AGAP001413	276	1	0.234164062646
2R	AGAP013499	62	3	2.0907072698
2R	AGAP004311	66	4	3.8436350077
2R	AGAP004213	27	1	0.232520143266
2R	AGAP003542	43	1	0.0801119019174
2R	AGAP004504	216	1	0.0931782064971
2R	AGAP001342	23	2	2.31793043118
2R	AGAP001676	20	1	0.355670850763
2R	AGAP001632	119	4	1.81858262742
2R	AGAP001386	194	4	0.809844624764
2R	AGAP003616	270	4	0.364556656112
2R	AGAP001684	79	4	3.10878127995
2R	AGAP002518	135	4	1.5105561639
2R	AGAP001173	64	2	0.690197092543
2R	AGAP004643	10	7	62.981728006
2R	AGAP013391	201	1	0.0574949582098
2R	AGAP013242	8	1	0.913339101242
2R	AGAP001175	181	1	0.00971218138433
2R	AGAP003579	773	7	0.0104935749557
2R	AGAP002048	143	1	0.100030177664
2R	AGAP001950	48	1	0.049609608878
2R	AGAP004067	16	4	15.4178621442
2R	AGAP004450	490	1	0.714968947687
2R	AGAP002583	26	1	0.246801004578
2R	AGAP004430	88	2	0.405691445882
2R	AGAP004066	1766	16	0.0447218920867
2R	AGAP003509	2919	22	0.190640137601
2R	AGAP001255	117	1	0.208793884411
2R	AGAP013085	45	10	39.7118132209
2R	AGAP003439	782	4	0.390259360456
2R	AGAP001962	531	4	0.0016180437981
2R	AGAP004288	307	4	0.231885987099
2R	AGAP003882	124	1	0.178854707401
2R	AGAP003051	70	1	0.0466543934659
2R	AGAP002711	551	7	0.39129447019
2R	AGAP002916	209	8	4.58650901038
2R	AGAP002967	120	1	0.198460043139
2R	AGAP001167	20	2	2.66164421872
2R	AGAP004212	97	1	0.143563704069
2R	AGAP004256	560	5	0.044089204819
2R	AGAP002665	80	2	0.483035628126
2R	AGAP003901	646	4	0.170995616003
2R	AGAP001182	34	2	1.53441457161
2R	AGAP013216	35	2	1.48547142139
2R	AGAP002898	393	5	0.275205414967
2R	AGAP003898	50	1	0.038753209354
2R	AGAP003438	87	3	1.34898903643
2R	AGAP001660	655	20	8.18214714099
2R	AGAP002627	31	1	0.182899573379
2R	AGAP001500	84	3	1.41586363872
2R	AGAP001374	30	2	1.7593519817
2R	AGAP003587	180	1	0.00731846373108
2R	AGAP013482	72	2	0.576054615133
2R	AGAP003541	167	1	0.0252034910711
2R	AGAP002383	58	1	0.00125954922566
2R	AGAP001815	16	1	0.463274449227
2R	AGAP004546	54	1	0.0189339234649
2R	AGAP004096	385	8	1.67764559731
2R	AGAP002597	153	1	0.066095207987
2R	AGAP002411	1020	3	1.0976625367
2R	AGAP001292	61	1	0.0110850243282
2R	AGAP003413	48	3	2.81587418175
2R	AGAP003655	30	1	0.194312593655
2R	AGAP002310	1524	1	2.8318258283
2R	AGAP002194	234	7	2.78064460797
2R	AGAP001394	268	1	0.215538262458
2R	AGAP003895	83	2	0.452423212033
2R	AGAP002929	49	1	0.044095591751
2R	AGAP003359	75	1	0.0655948628605
2R	AGAP013353	7	1	1.02488097331
2R	AGAP013318	17	1	0.432532137201
2R	AGAP001370	860	1	1.49657516753
2R	AGAP003428	433	1	0.589772919698
2R	AGAP003479	118	8	9.43575534115
2R	AGAP004344	336	11	5.05055844703
2R	AGAP013029	685	1	1.1323088114
2R	AGAP001658	176	8	5.78339109546
2R	AGAP013187	37	1	0.124939379216
2R	AGAP004397	320	2	0.0476552337125
2R	AGAP001402	63	1	0.0191697806498
2R	AGAP001189	3507	3	5.83113976978
2R	AGAP002183	47	2	1.0480052608
2R	AGAP002398	24	1	0.278186038561
2R	AGAP004576	106	2	0.271542964027
2R	AGAP001534	110	2	0.247299209409
2R	AGAP003301	2273	1	4.29443291806
2R	AGAP002150	313	3	0.0364491760098
2R	AGAP002573	1589	14	0.0014659705475
2R	AGAP002381	72	1	0.0542949443309
2R	AGAP002489	33	3	4.20327343773
2R	AGAP001538	34	3	4.076440347
2R	AGAP002825	129	1	0.155971023185
2R	AGAP002162	21	2	2.53743975609
2R	AGAP001923	32	1	0.172056147316
2R	AGAP001679	200	2	0.057593374009
2R	AGAP002041	646	8	0.402215058694
2R	AGAP002585	146	4	1.33722300332
2R	AGAP004577	237	1	0.14285728333
2R	AGAP003140	279	2	0.0306962281212
2R	AGAP001358	320	3	0.0496726556406
2R	AGAP013315	469	3	0.0917392336525
2R	AGAP001955	131	2	0.14291769619
2R	AGAP002914	478	12	3.55834453977
2R	AGAP002265	56	1	0.00985338764291
2R	AGAP002156	54	2	0.875791961272
2R	AGAP001588	57	1	0.00549838045393
2R	AGAP004604	444	1	0.614072079193
2R	AGAP002303	195	1	0.0431815027774
2R	AGAP004071	557	3	0.24201754217
2R	AGAP002980	18	1	0.404603473867
2R	AGAP002970	101	1	0.156975175567
2R	AGAP001972	62	1	0.0151411670906
2R	AGAP002745	48	1	0.049609608878
2R	AGAP002101	86	1	0.105555985557
2R	AGAP004092	373	4	0.0673226142396
2R	AGAP002997	157	1	0.0536900742063
2R	AGAP004425	38	2	1.35270500537
2R	AGAP013411	147	2	0.0824080467778
2R	AGAP003405	256	1	0.187498850085
2R	AGAP013446	22	1	0.314082595659
2R	AGAP004331	98	2	0.325524594976
2R	AGAP003225	28	4	9.3671322374
2R	AGAP001690	572	28	22.7819052673
2R	AGAP001513	90	1	0.119581267379
2R	AGAP002992	55	2	0.854469285333
2R	AGAP013013	10	1	0.746394442582
2R	AGAP004494	1157	10	0.0392653815093
2R	AGAP002695	331	1	0.360796587296
2R	AGAP013193	225	1	0.114511120282
2R	AGAP001201	1045	2	1.48766582609
2R	AGAP002732	381	1	0.473912488263
2R	AGAP002305	14	1	0.535297834383
2R	AGAP002635	38	3	3.63002701839
2R	AGAP001519	158	1	0.0506838346145
2R	AGAP003625	226	1	0.116877639329
2R	AGAP003986	735	8	0.207356361221
2L	AGAP006638	108	1	0.179984054023
2L	AGAP006990	204	1	0.0646435678102
2L	AGAP005915	56	2	0.833842692905
2L	AGAP007301	664	1	1.08803207965
2L	AGAP005116	34	1	0.151899698139
2L	AGAP006380	141	1	0.107371303998
2L	AGAP004969	36	1	0.133532328613
2L	AGAP007105	77	1	0.0730263574902
2L	AGAP006791	822	1	1.41811504213
2L	AGAP006270	1402	3	1.82566956493
2L	AGAP004915	334	5	0.481914935469
2L	AGAP005222	179	1	0.00492443120757
2L	AGAP006256	405	2	0.211924747657
2L	AGAP006803	168	1	0.0225366552012
2L	AGAP007219	25	1	0.261989732139
2L	AGAP006435	54	1	0.0189339234649
2L	AGAP007684	463	1	0.655883462777
2L	AGAP005391	75	1	0.0655948628605
2L	AGAP005791	18	1	0.404603473867
2L	AGAP006772	121	2	0.188382429679
2L	AGAP006454	405	1	0.527597322966
2L	AGAP004942	762	1	1.29354936512
2L	AGAP006451	98	1	0.146935589245
2L	AGAP006089	356	1	0.417578768407
2L	AGAP007055	168	1	0.0225366552012
2L	AGAP006514	221	3	0.183671183276
2L	AGAP005502	25	1	0.261989732139
2L	AGAP007525	681	2	0.762231003803
2L	AGAP006409	8	1	0.913339101242
2L	AGAP007523	927	1	1.63418123184
2L	AGAP005509	269	3	0.0501129919026
2L	AGAP006529	90	1	0.119581267379
2L	AGAP006282	642	5	0.00690750121574
2L	AGAP006516	520	2	0.439990882235
2L	AGAP005961	141	1	0.107371303998
2L	AGAP004848	51	1	0.0335737111184
2L	AGAP005675	246	2	0.110042533476
2L	AGAP005824	39	1	0.108801201826
2L	AGAP005816	444	1	0.614072079193
2L	AGAP007019	112	2	0.235783568421
2L	AGAP006251	147	2	0.0824080467778
2L	AGAP005386	25	1	0.261989732139
2L	AGAP007664	38	2	1.35270500537
2L	AGAP006766	40	1	0.101209873536
2L	AGAP004892	390	1	0.494088330865
2L	AGAP006794	89	1	0.116097951112
2L	AGAP006631	128	3	0.738758433496
2L	AGAP006965	122	1	0.188505324961
2L	AGAP004827	270	9	4.23843930929
2L	AGAP005175	581	2	0.561960929879
2L	AGAP005970	59	1	0.00288724831479
2L	AGAP006444	497	2	0.394113761821
2L	AGAP007306	52	1	0.0285489616995
2L	AGAP006254	398	1	0.511977776381
2L	AGAP006632	64	5	6.5993457004
2L	AGAP006683	18	1	0.404603473867
2L	AGAP007099	1006	3	1.07112972064
2L	AGAP007028	29	2	1.82425935924
2L	AGAP005165	2240	18	0.0446343577573
2L	AGAP006835	340	1	0.381291625052
2L	AGAP006741	223	5	1.20746872973
2L	AGAP007145	70	2	0.602345033437
2L	AGAP007307	1596	4	1.85287804766
2L	AGAP006349	215	4	0.653915108792
2L	AGAP006018	1711	7	1.18304057411
2L	AGAP007054	75	1	0.0655948628605
2L	AGAP007453	37	2	1.39479322393
2L	AGAP006393	51	1	0.0335737111184
2L	AGAP004940	395	6	0.60658826286
2L	AGAP006340	547	2	0.493936928839
2L	AGAP005229	235	1	0.138140908581
2L	AGAP005324	669	1	1.09858673874
2L	AGAP006330	1635	4	1.9253438945
2L	AGAP007657	357	2	0.118417046635
2L	AGAP005773	1277	1	2.34128323881
2L	AGAP007031	773	5	0.168565530081
2L	AGAP006776	338	1	0.376742444425
2L	AGAP005755	1290	1	2.36724641695
2L	AGAP005925	293	3	0.000951317842647
2L	AGAP006396	47	2	1.0480052608
2L	AGAP007563	1409	1	2.60412283334
2L	AGAP006651	24	1	0.278186038561
2L	AGAP006275	49	1	0.044095591751
2L	AGAP007221	134	2	0.130529085896
2L	AGAP007014	53	1	0.0236713865883
2L	AGAP005661	2411	2	4.1460965451
2L	AGAP006680	93	2	0.363615445195
2L	AGAP004903	9	2	5.45750795634
2L	AGAP006900	490	2	0.380169130735
2L	AGAP006750	27	1	0.232520143266
2L	AGAP005308	54	1	0.0189339234649
2L	AGAP005168	113	6	5.17949389919
2L	AGAP004761	70	1	0.0466543934659
2L	AGAP005498	316	1	0.326500317095
2L	AGAP006609	385	1	0.482886171084
2L	AGAP006521	65	1	0.0271471647911
2L	AGAP005201	31	1	0.182899573379
2L	AGAP007131	59	1	0.00288724831479
2L	AGAP006888	93	1	0.129943213037
2L	AGAP007627	1686	1	3.15087188424
2L	AGAP007110	354	18	15.3685576337
2L	AGAP006812	1651	8	0.850387469532
2L	AGAP006067	62	1	0.0151411670906
2L	AGAP005715	752	4	0.340589389432
2L	AGAP005662	57	3	2.31157540025
2L	AGAP007533	174	1	0.00716607328124
2L	AGAP007058	955	1	1.6914338529
2L	AGAP006969	63	1	0.0191697806498
2L	AGAP006527	43	1	0.0801119019174
2L	AGAP007163	2024	5	2.31322322499
2L	AGAP006590	1384	9	0.291179740553
2L	AGAP007172	61	1	0.0110850243282
2L	AGAP006122	96	1	0.140178762984
2L	AGAP004775	665	1	1.09014365022
2L	AGAP006497	193	2	0.040889098904
2L	AGAP006633	196	1	0.0455685113704
2L	AGAP007452	927	4	0.637730153672
2L	AGAP005310	31	2	1.69822333902
2L	AGAP005713	312	11	5.64312259355
2L	AGAP007253	184	3	0.33691343615
2L	AGAP007265	24	1	0.278186038561
2L	AGAP006347	2454	7	2.453282585
2L	AGAP004877	273	1	0.227185672448
2L	AGAP007095	92	1	0.126503623757
2L	AGAP004805	329	1	0.356233791275
2L	AGAP006498	11	1	0.681943404852
2L	AGAP007683	79	2	0.493714312041
2L	AGAP006496	195	1	0.0431815027774
2L	AGAP007284	145	1	0.0928833294538
2L	AGAP006244	130	1	0.15159498963
2L	AGAP007263	42	2	1.20264590963
2L	AGAP006388	74	1	0.0618490349608
2L	AGAP007103	2022	9	1.18951414344
2L	AGAP006872	159	3	0.481589160778
2L	AGAP006943	54	1	0.0189339234649
2L	AGAP005674	1062	2	1.52133680352
2L	AGAP007712	119	1	0.203555946658
2L	AGAP007238	38	1	0.116703724199
2L	AGAP006942	144	1	0.0964329440826
2L	AGAP005839	416	1	0.552080235867
2L	AGAP005828	278	1	0.238812141275
