chrom	gene	segreg_g	pri_der_fix_g	score_g
2R	AGAP001775	63	1	0.171167364809
2R	AGAP003417	9	1	0.478829024809
2R	AGAP003489	295	1	0.717484104366
2R	AGAP002238	220	1	0.440615705762
2R	AGAP001696	352	20	9.53499339877
2R	AGAP001674	355	10	1.29944358679
2R	AGAP001670	19	1	0.170871753079
2R	AGAP001423	24	1	0.098146029339
2R	AGAP004585	51	1	0.103143403047
2R	AGAP002830	133	1	0.105866616551
2R	AGAP002142	43	2	0.570334977596
2R	AGAP003373	29	1	0.0456050675891
2R	AGAP001870	37	3	2.04684187991
2R	AGAP002281	53	4	2.63808226317
2R	AGAP002986	539	1	1.57444649539
2R	AGAP002927	251	1	0.556170875339
2R	AGAP004028	756	5	0.947571167766
2R	AGAP002475	40	3	1.86402087252
2R	AGAP004251	695	3	1.35921059399
2R	AGAP001551	376	2	0.652287665443
2R	AGAP001220	115	1	0.0345934777746
2R	AGAP004068	157	3	0.0657631213247
2R	AGAP003048	36	1	0.00847945356271
2R	AGAP003843	15	1	0.254654740044
2R	AGAP001905	87	4	1.32995172138
2R	AGAP004077	39	1	0.0285366664853
2R	AGAP013032	44	2	0.549763833871
2R	AGAP001469	146	5	1.00911892011
2R	AGAP013304	80	1	0.137947797947
2R	AGAP003661	111	1	0.0186879033666
2R	AGAP002629	81	1	0.13113859209
2R	AGAP003965	1417	1	4.46624958535
2R	AGAP002982	151	1	0.176497557679
2R	AGAP003244	287	10	2.08205987769
2R	AGAP001244	20	1	0.154098478546
2R	AGAP003537	164	2	0.0430875379021
2R	AGAP001743	247	3	0.000990121798323
2R	AGAP001970	27	1	0.0648235473282
2R	AGAP002839	35	1	0.00164017800215
2R	AGAP001538	8	1	0.540393067487
2R	AGAP002752	39	1	0.0285366664853
2R	AGAP001304	20	2	1.51719817526
2R	AGAP003944	253	6	0.494424451182
2R	AGAP001776	7	1	0.615271795365
2R	AGAP001169	26	5	9.29817578922
2R	AGAP003925	402	1	1.09960269429
2R	AGAP003914	3372	10	7.13049701856
2R	AGAP001925	474	5	0.192593556227
2R	AGAP004425	56	1	0.132145345603
2R	AGAP002095	335	1	0.861818389833
2R	AGAP001418	42	1	0.0479665048543
2R	AGAP003940	93	2	0.0551702174283
2R	AGAP001806	173	1	0.261839282872
2R	AGAP004228	1714	4	4.21427997914
2R	AGAP001573	11	1	0.382941157936
2R	AGAP002587	15	1	0.254654740044
2R	AGAP004303	142	2	0.136905169591
2R	AGAP004143	274	1	0.640857379764
2R	AGAP002250	1278	1	4.01747007669
2R	AGAP004333	123	2	0.0703903636415
2R	AGAP001673	26	3	3.03306271885
2R	AGAP001392	33	1	0.0126474429856
2R	AGAP004046	1695	1	5.35852578823
2R	AGAP013242	6	2	4.53423365573
2R	AGAP004144	356	2	0.585570544459
2R	AGAP004201	519	1	1.50588595752
2R	AGAP002908	68	5	3.27865582897
2R	AGAP002185	23	1	0.110715596313
2R	AGAP001467	55	1	0.1264264059
2R	AGAP002131	16	2	1.91282863671
2R	AGAP002928	19	1	0.170871753079
2R	AGAP004273	562	4	0.653536193366
2R	AGAP013321	252	1	0.559870568509
2R	AGAP002344	49	10	21.1429122584
2R	AGAP002433	35	2	0.772374127808
2R	AGAP002603	94	1	0.0552576069079
2R	AGAP013045	9	1	0.478829024809
2R	AGAP002807	202	1	0.372691553691
2R	AGAP002134	17	2	1.79895817023
2R	AGAP013538	60	6	5.79132640562
2R	AGAP001824	683	124	242.078933066
2R	AGAP002516	20	2	1.51719817526
2R	AGAP001352	20	1	0.154098478546
2R	AGAP002895	34	1	0.00534658501804
2R	AGAP002382	313	5	0.00901399051547
2R	AGAP003415	1	2	12.1207070614
2R	AGAP002799	17	1	0.20891972172
2R	AGAP003218	79	1	0.144920474808
2R	AGAP013145	1562	38	2.87795846893
2R	AGAP012980	493	1	1.4164082665
2R	AGAP001777	103	1	0.0135775009426
2R	AGAP001187	404	1	1.10663495554
2R	AGAP013471	15	1	0.254654740044
2R	AGAP002199	277	1	0.651843122189
2R	AGAP004586	6	1	0.708822376356
2R	AGAP001412	277	7	0.695902134776
2R	AGAP002235	545	1	1.59497158865
2R	AGAP001818	12	6	25.20467892
2R	AGAP001782	75	1	0.174567904103
2R	AGAP003524	37	1	0.0152397871457
2R	AGAP002417	40	3	1.86402087252
2R	AGAP003893	812	1	2.49288977356
2R	AGAP003416	7	1	0.615271795365
2R	AGAP003070	1400	24	0.378086352421
2R	AGAP003894	24	1	0.098146029339
2R	AGAP002924	672	2	1.63482707649
2R	AGAP003202	53	1	0.11486894501
2R	AGAP002892	98	1	0.0358151749077
2R	AGAP003358	33	2	0.836436621211
2R	AGAP003159	30	1	0.0367391840644
2R	AGAP003734	237	1	0.504196797768
2R	AGAP002334	95	5	2.08239594658
2R	AGAP003970	97	1	0.0405301358134
2R	AGAP002270	36	1	0.00847945356271
2R	AGAP001438	39	1	0.0285366664853
2R	AGAP001234	103	1	0.0135775009426
2R	AGAP004129	9	1	0.478829024809
2R	AGAP004039	685	8	0.154235088265
2R	AGAP001243	21	1	0.138576356622
2R	AGAP003042	121	1	0.0584120489295
2R	AGAP002614	49	5	4.84373863114
2R	AGAP001786	500	11	0.684932236822
2R	AGAP002456	96	1	0.0453403042735
2R	AGAP002133	16	2	1.91282863671
2R	AGAP002633	44	8	14.8842174958
2R	AGAP001523	96	1	0.0453403042735
2R	AGAP004090	183	4	0.235516627726
2R	AGAP013344	7	1	0.615271795365
2R	AGAP001303	110	2	0.0187690136502
2R	AGAP002560	147	1	0.160863121638
2R	AGAP002995	34	1	0.00534658501804
2R	AGAP003823	225	1	0.459371584855
2R	AGAP002231	38	1	0.0219244878534
2R	AGAP002578	429	7	0.060907344124
2R	AGAP013426	9	2	3.26185907461
2R	AGAP002576	64	4	2.07134074994
2R	AGAP002826	138	3	0.152038313712
2R	AGAP001791	61	2	0.295424630323
2R	AGAP002731	35	3	2.18443507364
2R	AGAP003206	351	2	0.568897192674
2R	AGAP002321	188	2	0.0346876197446
2R	AGAP003038	262	1	0.596777540103
2R	AGAP004107	80	2	0.131038392654
2R	AGAP002559	151	1	0.176497557679
2R	AGAP003571	85	3	0.603568229748
2R	AGAP002881	622	2	1.46989252565
2R	AGAP002159	96	2	0.0404452848931
2R	AGAP004224	85	1	0.105428203704
2R	AGAP003842	26	1	0.0752727230752
2R	AGAP004059	89	1	0.0819281932515
2R	AGAP003305	916	5	1.4137246672
2R	AGAP002431	210	3	0.107725710148
2R	AGAP002886	51	1	0.103143403047
2R	AGAP001879	19	2	1.60254286354
2R	AGAP004244	595	1	1.76529831484
2R	AGAP003349	169	3	0.0219520164673
2R	AGAP002349	46	1	0.0730172437652
2R	AGAP003265	29	1	0.0456050675891
2R	AGAP013379	5	1	0.829847583855
2R	AGAP004278	20	10	44.4696459837
2R	AGAP003679	74	1	0.182452193448
2R	AGAP002330	14	2	2.18149085152
2R	AGAP003969	54	1	0.120668022362
2R	AGAP013012	912	4	1.71038987296
2R	AGAP002678	35	1	0.00164017800215
2R	AGAP004202	24	1	0.098146029339
2R	AGAP002348	41	1	0.0415549965526
2R	AGAP004217	38	2	0.687674658814
2R	AGAP002310	816	2	2.10742199676
2R	AGAP004002	86	1	0.0993572527974
2R	AGAP002074	31	1	0.0283139018815
2R	AGAP004440	589	2	1.36078588519
2R	AGAP002041	371	6	0.0362047102247
2R	AGAP013068	12	6	25.20467892
2R	AGAP002971	473	1	1.34729082227
2R	AGAP001585	51	1	0.103143403047
2R	AGAP004348	157	2	0.0698615734914
2R	AGAP004119	404	1	1.10663495554
2R	AGAP002877	45	2	0.530019424175
2R	AGAP001240	5	5	31.0920278576
2R	AGAP004593	265	1	0.607818406751
2R	AGAP001403	4	2	6.06983893696
2R	AGAP001269	45	1	0.0668394656572
2R	AGAP004637	55	4	2.51935578055
2R	AGAP004507	597	2	1.38725435005
2R	AGAP013525	37	1	0.0152397871457
2R	AGAP013050	14	1	0.28127493067
2R	AGAP002953	18	2	1.69604243505
2R	AGAP003498	129	1	0.0900783616967
2R	AGAP002361	194	2	0.0535437074112
2R	AGAP013125	15	1	0.254654740044
2R	AGAP002931	14	1	0.28127493067
2R	AGAP003335	260	38	59.6522896794
2R	AGAP002308	16	3	4.8953073038
2R	AGAP002443	124	1	0.0703001876105
2R	AGAP001678	489	8	0.0791951106423
2R	AGAP002802	300	1	0.735637695158
2R	AGAP002800	55	2	0.368790324039
2R	AGAP003205	149	1	0.168684823737
2R	AGAP003357	18	1	0.189073878235
2R	AGAP004335	941	4	1.79996643036
2R	AGAP003559	1150	5	2.11577335994
2R	AGAP002424	1267	1	3.98186469587
2R	AGAP004230	552	11	0.461063202032
2R	AGAP002667	24	1	0.098146029339
2R	AGAP004078	121	7	3.4042121617
2R	AGAP013294	691	4	1.03564953438
2R	AGAP003049	34	6	10.5334219374
2R	AGAP003010	173	1	0.261839282872
2R	AGAP001589	8	1	0.540393067487
2R	AGAP004453	1470	2	4.22069095696
2R	AGAP003409	8	1	0.540393067487
2R	AGAP013296	13	1	0.311048995235
2R	AGAP001257	61	2	0.295424630323
2R	AGAP002224	87	2	0.0875185142128
2R	AGAP004399	85	2	0.09926237059
2R	AGAP003573	214	2	0.117224266082
2R	AGAP004095	43	1	0.0543162285494
2R	AGAP001393	10	1	0.427123415581
2R	AGAP002272	633	3	1.16271537123
2R	AGAP001464	244	2	0.214487779986
2R	AGAP001898	14	2	2.18149085152
2R	AGAP001165	33	2	0.836436621211
2R	AGAP002674	134	4	0.59348258408
2R	AGAP001685	31	4	4.83210650957
2R	AGAP004642	234	2	0.181884011058
2R	AGAP013338	35	1	0.00164017800215
2R	AGAP002829	82	1	0.124487254447
2R	AGAP001372	1789	4	4.4493668677
2R	AGAP003433	13	1	0.311048995235
2R	AGAP013186	13	2	2.34164068756
2R	AGAP002891	261	1	0.593094092376
2R	AGAP002149	69	3	0.872947165516
2R	AGAP004015	25	1	0.0863577240948
2R	AGAP003352	355	1	0.933276965805
2R	AGAP002097	29	1	0.0456050675891
2R	AGAP001807	197	2	0.0630189776076
2R	AGAP001137	16	1	0.230671825767
2R	AGAP003997	929	16	0.278360912571
2R	AGAP002625	23	1	0.110715596313
2R	AGAP002888	617	5	0.55993769975
2R	AGAP002787	169	1	0.246404220274
2R	AGAP002577	121	3	0.253450370311
2R	AGAP002251	50	1	0.0972141205827
2R	AGAP003160	85	1	0.105428203704
2R	AGAP002602	13	1	0.311048995235
2R	AGAP013116	17	4	8.59116115048
2R	AGAP002883	195	1	0.346099218022
2R	AGAP001557	64	2	0.263495195694
2R	AGAP004264	38	1	0.0219244878534
2R	AGAP013191	34	3	2.25869906647
2R	AGAP003945	771	3	1.60076123735
2R	AGAP003097	33	1	0.0126474429856
2R	AGAP001754	151	1	0.176497557679
2R	AGAP001609	299	1	0.732009669524
2R	AGAP002960	24	1	0.098146029339
2R	AGAP003139	31	1	0.0283139018815
2R	AGAP003482	54	1	0.120668022362
2R	AGAP002623	54	1	0.120668022362
2R	AGAP002115	177	21	26.0522733795
2R	AGAP002513	27	6	13.0846337837
2R	AGAP002086	49	1	0.0912384998428
2R	AGAP001343	155	3	0.0737836426284
2R	AGAP002050	92	1	0.0655909398634
2R	AGAP004112	1093	1	3.41658039505
2R	AGAP001190	23	2	1.30048117655
2R	AGAP004534	27	1	0.0648235473282
2R	AGAP004619	403	1	1.10311925995
2R	AGAP003431	158	1	0.203770940775
2R	AGAP013386	170	1	0.250266367324
2R	AGAP004161	175	1	0.269543327732
2R	AGAP002966	35	1	0.00164017800215
2R	AGAP004050	1397	3	3.59329241093
2R	AGAP001681	36	1	0.00847945356271
2R	AGAP001752	109	1	0.010728773251
2R	AGAP002505	244	3	0.00895898023391
2R	AGAP001699	133	7	2.96519628554
2R	AGAP003711	161	1	0.215425470007
2R	AGAP002414	162	5	0.813144427532
2R	AGAP013215	3	1	1.2319129154
2R	AGAP004049	81	1	0.13113859209
2R	AGAP001787	34	1	0.00534658501804
2R	AGAP013509	36	1	0.00847945356271
2R	AGAP004249	39	2	0.662048735172
2R	AGAP002840	33	5	7.3738918683
2R	AGAP004643	35	4	4.25057226759
2R	AGAP002374	32	1	0.0202938266928
2R	AGAP002263	172	3	0.0120434725936
2R	AGAP003251	22	2	1.36696995114
2R	AGAP003931	818	1	2.5127951336
2R	AGAP001200	122	1	0.06237643952
2R	AGAP004052	1549	8	2.37458617885
2R	AGAP004555	68	1	0.1980824567
2R	AGAP002832	309	4	0.0212851277061
2R	AGAP004156	928	1	2.87616301128
2R	AGAP002638	33	1	0.0126474429856
2R	AGAP002915	1158	16	0.00771291138713
2R	AGAP003156	58	1	0.143469612823
2R	AGAP001265	85	1	0.105428203704
2R	AGAP004021	87	1	0.0934197428329
2R	AGAP002669	33	4	4.52575304196
2R	AGAP001271	149	5	0.969036818888
2R	AGAP001500	68	1	0.1980824567
2R	AGAP003115	375	7	0.212048244701
2R	AGAP003437	25	1	0.0863577240948
2R	AGAP003966	229	1	0.474342564705
2R	AGAP003398	63	3	1.00743214455
2R	AGAP001341	85	2	0.09926237059
2R	AGAP001171	18	1	0.189073878235
2R	AGAP002666	19	1	0.170871753079
2R	AGAP002824	766	22	2.82336968306
2R	AGAP004426	181	2	0.0128638515601
2R	AGAP003886	236	1	0.500471312203
2R	AGAP002573	1217	19	0.114568066322
2R	AGAP001309	19	1	0.170871753079
2R	AGAP004327	121	2	0.0624652389259
2R	AGAP002983	85	2	0.09926237059
2R	AGAP012987	12	2	2.52383902839
2R	AGAP002935	14	1	0.28127493067
2R	AGAP001916	180	2	0.0097628742198
2R	AGAP004026	238	5	0.261946177214
2R	AGAP001909	27	1	0.0648235473282
2R	AGAP004341	570	9	0.0524896516324
2R	AGAP003615	13	1	0.311048995235
2R	AGAP001470	62	2	0.284466167322
2R	AGAP002773	1072	8	1.05780870657
2R	AGAP003071	158	2	0.0658781824026
2R	AGAP002725	275	4	0.0766936118856
2R	AGAP004094	17	1	0.20891972172
2R	AGAP003078	51	2	0.426384332014
2R	AGAP003580	19	1	0.170871753079
2R	AGAP003735	486	2	1.01897833145
2R	AGAP001238	378	7	0.202088323251
2R	AGAP001435	228	1	0.470602597523
2R	AGAP002637	1	1	2.34931496131
2R	AGAP001582	23	1	0.110715596313
2R	AGAP003459	48	6	7.4125293574
2R	AGAP001514	14	1	0.28127493067
2R	AGAP002825	184	1	0.304101434303
2R	AGAP004218	183	1	0.300270468933
2R	AGAP004435	25	2	1.18162411148
2R	AGAP002184	51	1	0.103143403047
2R	AGAP002737	330	3	0.229188302893
2R	AGAP002961	64	4	2.07134074994
2R	AGAP002377	75	3	0.759009615605
2R	AGAP004391	164	1	0.227059529038
2R	AGAP004446	195	1	0.346099218022
2R	AGAP001822	10	4	13.2579051174
2R	AGAP004353	461	1	1.30569190287
2R	AGAP013075	23	1	0.110715596313
2R	AGAP002296	202	2	0.078875541858
2R	AGAP002615	19	2	1.60254286354
2R	AGAP003487	78	1	0.15206249935
2R	AGAP002124	31	1	0.0283139018815
2R	AGAP002333	11	1	0.382941157936
2R	AGAP004615	91	1	0.0709216178861
2R	AGAP001736	32	1	0.0202938266928
2R	AGAP013473	11	1	0.382941157936
2R	AGAP004117	785	7	0.552712239367
2R	AGAP001351	24	1	0.098146029339
2R	AGAP003938	34	3	2.25869906647
2R	AGAP002335	31	1	0.0283139018815
2R	AGAP001509	14	1	0.28127493067
2R	AGAP001157	220	3	0.0823646124251
2R	AGAP002814	311	3	0.174495057611
2R	AGAP001973	33	1	0.0126474429856
2R	AGAP001476	63	1	0.171167364809
2R	AGAP002336	39	1	0.0285366664853
2R	AGAP002009	178	1	0.281082635988
2R	AGAP003238	413	2	0.775736055548
2R	AGAP001672	106	14	19.3674186139
2R	AGAP003934	123	1	0.0663391666352
2R	AGAP013434	22	3	3.60204444374
2R	AGAP004089	43	2	0.570334977596
2R	AGAP001888	26	1	0.0752727230752
2R	AGAP001751	1361	3	3.47895099266
2R	AGAP002757	480	2	0.999011958238
2R	AGAP002375	10	5	20.3903549123
2R	AGAP001441	19	1	0.170871753079
2R	AGAP012963	122	1	0.06237643952
2R	AGAP001419	413	16	4.0200602222
2R	AGAP001821	4	2	6.06983893696
2R	AGAP001369	1378	3	3.53295089542
2R	AGAP002626	14	3	5.52564017951
2R	AGAP002471	8	1	0.540393067487
2R	AGAP002617	17	1	0.20891972172
2R	AGAP002958	79	1	0.144920474808
2R	AGAP002610	218	2	0.130088529462
2R	AGAP002104	587	8	0.0226445824352
2R	AGAP001287	444	1	1.2465856018
2R	AGAP004604	561	2	1.26805385465
2R	AGAP003926	66	1	0.187403655202
2R	AGAP004008	131	1	0.0979764344531
2R	AGAP002315	3508	12	6.84950845611
2R	AGAP001788	18	1	0.189073878235
2R	AGAP001878	9	1	0.478829024809
2R	AGAP002519	24	1	0.098146029339
2R	AGAP002194	165	9	4.04277352358
2R	AGAP002651	235	5	0.276224260336
2R	AGAP004310	301	2	0.402479158451
2R	AGAP003983	122	2	0.0664286551158
2R	AGAP002721	63	1	0.171167364809
2R	AGAP004018	305	1	0.753757926703
2R	AGAP002329	63	1	0.171167364809
2R	AGAP004283	121	1	0.0584120489295
2R	AGAP013288	114	1	0.0306188533315
2R	AGAP002656	108	2	0.010808461969
2R	AGAP002332	16	2	1.91282863671
2R	AGAP002815	36	1	0.00847945356271
2R	AGAP001434	608	5	0.535667919123
2R	AGAP002152	168	2	0.0288831873988
2R	AGAP003654	70	1	0.208651841612
2R	AGAP004239	91	1	0.0709216178861
2R	AGAP002681	12	1	0.344644565963
2R	AGAP003269	209	1	0.399183120611
2R	AGAP001809	3	1	1.2319129154
2R	AGAP002135	406	8	0.324237232541
2R	AGAP002481	36	1	0.00847945356271
2R	AGAP003138	133	1	0.105866616551
2R	AGAP001239	227	13	6.29052294265
2R	AGAP004066	1460	12	1.13498914745
2R	AGAP002874	71	1	0.207358147748
2R	AGAP003303	49	2	0.45837083218
2R	AGAP013206	22	1	0.12415703524
2R	AGAP002797	102	1	0.0178549314482
2R	AGAP003410	2	1	1.61430599346
2R	AGAP002136	25	2	1.18162411148
2R	AGAP002273	31	1	0.0283139018815
2R	AGAP001976	13	1	0.311048995235
2R	AGAP001141	50	1	0.0972141205827
2R	AGAP003623	385	1	1.03968464661
2R	AGAP013357	92	1	0.0655909398634
2R	AGAP002585	76	7	6.2163808222
2R	AGAP004602	159	1	0.207658058519
2R	AGAP003976	191	2	0.044099361775
2R	AGAP001690	418	26	14.1395897034
2R	AGAP012951	47	2	0.492815648179
2R	AGAP001201	336	19	8.99838323033
2R	AGAP013499	35	4	4.25057226759
2R	AGAP004311	113	1	0.0266430030219
2R	AGAP001687	53	2	0.39659831014
2R	AGAP002146	21	1	0.138576356622
2R	AGAP001827	50	4	2.83259288856
2R	AGAP002974	101	7	4.35978554867
2R	AGAP002004	11	4	12.3264701128
2R	AGAP001342	11	2	2.73309593885
2R	AGAP001386	78	2	0.144817987133
2R	AGAP003095	37	1	0.0152397871457
2R	AGAP003616	167	4	0.327739701187
2R	AGAP001684	48	2	0.475268262612
2R	AGAP013286	129	1	0.0900783616967
2R	AGAP001173	11	4	12.3264701128
2R	AGAP004369	1262	1	3.96567571509
2R	AGAP013267	108	1	0.00674789981364
2R	AGAP013455	54	1	0.120668022362
2R	AGAP001175	78	2	0.144817987133
2R	AGAP003579	620	5	0.568054644443
2R	AGAP002048	83	1	0.117988440155
2R	AGAP013411	106	2	0.00284453010749
2R	AGAP001126	51	1	0.103143403047
2R	AGAP004408	43	1	0.0543162285494
2R	AGAP003331	109	2	0.0147892030202
2R	AGAP003062	47	1	0.079141783459
2R	AGAP002016	35	1	0.00164017800215
2R	AGAP003462	16	1	0.230671825767
2R	AGAP004430	137	1	0.121622544491
2R	AGAP001522	33	1	0.0126474429856
2R	AGAP013256	36	1	0.00847945356271
2R	AGAP003509	2067	23	0.540693118759
2R	AGAP002922	44	1	0.0606064851054
2R	AGAP003937	118	3	0.274468198194
2R	AGAP001762	49	1	0.0912384998428
2R	AGAP013085	21	6	16.3208813377
2R	AGAP003439	487	5	0.224031622438
2R	AGAP001962	313	2	0.44234518582
2R	AGAP002342	86	1	0.0993572527974
2R	AGAP004288	396	6	0.0180921986642
2R	AGAP003899	85	1	0.105428203704
2R	AGAP003882	126	2	0.0822648505699
2R	AGAP003051	38	4	3.88656803619
2R	AGAP003857	92	1	0.0655909398634
2R	AGAP002916	98	7	4.53526127142
2R	AGAP013151	6	1	0.708822376356
2R	AGAP012958	186	1	0.311756812621
2R	AGAP002685	27	1	0.0648235473282
2R	AGAP003901	671	4	0.975613345458
2R	AGAP003982	54	1	0.120668022362
2R	AGAP001653	52	1	0.109027863463
2R	AGAP003077	167	1	0.238673143102
2R	AGAP003834	24	1	0.098146029339
2R	AGAP002898	359	1	0.947516971472
2R	AGAP004443	747	4	1.20488685046
2R	AGAP001660	537	20	4.61068777165
2R	AGAP002491	23	1	0.110715596313
2R	AGAP013062	33	1	0.0126474429856
2R	AGAP002108	18	1	0.189073878235
2R	AGAP001919	11	4	12.3264701128
2R	AGAP002257	16	1	0.230671825767
2R	AGAP001337	33	1	0.0126474429856
2R	AGAP004096	472	4	0.397292900362
2R	AGAP002597	97	1	0.0405301358134
2R	AGAP002411	508	4	0.49839834045
2R	AGAP001292	18	2	1.69604243505
2R	AGAP003413	6	2	4.53423365573
2R	AGAP002647	132	4	0.614072264856
2R	AGAP003230	55	2	0.368790324039
2R	AGAP001513	26	3	3.03306271885
2R	AGAP002879	311	1	0.775459199751
2R	AGAP003182	61	1	0.160188341639
2R	AGAP002232	137	9	5.26851578446
2R	AGAP001148	95	1	0.0502484876691
2R	AGAP004055	79	1	0.144920474808
2R	AGAP001884	42	1	0.0479665048543
2R	AGAP001312	18	4	8.16546058059
2R	AGAP002929	34	3	2.25869906647
2R	AGAP003359	51	2	0.426384332014
2R	AGAP002621	18	1	0.189073878235
2R	AGAP001825	18	2	1.69604243505
2R	AGAP001370	529	7	0.000939015802198
2R	AGAP003428	260	1	0.589409053195
2R	AGAP003479	81	8	7.77890907122
2R	AGAP001140	60	2	0.306717783274
2R	AGAP001658	127	5	1.30814630143
2R	AGAP003847	95	1	0.0502484876691
2R	AGAP003523	150	3	0.094843060503
2R	AGAP002662	55	1	0.1264264059
2R	AGAP001402	29	2	0.987900644415
2R	AGAP013332	76	1	0.166879571971
2R	AGAP002341	14	1	0.28127493067
2R	AGAP003648	54	1	0.120668022362
2R	AGAP002183	22	1	0.12415703524
2R	AGAP001935	882	5	1.31341976269
2R	AGAP003301	1432	3	3.70441645531
2R	AGAP002150	231	3	0.0464408330528
2R	AGAP002316	510	1	1.47495895294
2R	AGAP002015	220	2	0.136534385779
2R	AGAP003307	17	1	0.20891972172
2R	AGAP004032	429	1	1.19425400017
2R	AGAP002381	48	2	0.475268262612
2R	AGAP004208	27	3	2.91412817649
2R	AGAP002274	287	1	0.688367085748
2R	AGAP001915	10	1	0.427123415581
2R	AGAP004397	307	2	0.422404190135
2R	AGAP012996	39	1	0.0285366664853
2R	AGAP002162	9	2	3.26185907461
2R	AGAP001679	120	3	0.260337385948
2R	AGAP002155	75	1	0.174567904103
2R	AGAP002687	49	2	0.45837083218
2R	AGAP004577	250	2	0.234120897104
2R	AGAP003140	196	1	0.349904393357
2R	AGAP013315	500	2	1.06554467137
2R	AGAP002508	60	1	0.154649746702
2R	AGAP013020	35	3	2.18443507364
2R	AGAP002303	75	1	0.174567904103
2R	AGAP004564	109	1	0.010728773251
2R	AGAP002980	13	1	0.311048995235
2R	AGAP002812	48	4	2.97467305569
2R	AGAP004169	2034	4	5.21725387128
2R	AGAP004033	412	1	1.13472959367
2R	AGAP001251	25	1	0.0863577240948
2R	AGAP001570	78	2	0.144817987133
2R	AGAP002101	42	3	1.75543956069
2R	AGAP004092	649	5	0.647173908598
2R	AGAP002997	65	3	0.959992209008
2R	AGAP013496	19	1	0.170871753079
2R	AGAP001974	104	1	0.00938052913835
2R	AGAP013249	60	2	0.306717783274
2R	AGAP003987	37	1	0.0152397871457
2R	AGAP002294	45	1	0.0668394656572
2R	AGAP001394	203	1	0.37648217011
2R	AGAP013013	9	1	0.478829024809
2R	AGAP002463	59	1	0.149077169509
2R	AGAP002695	179	3	0.00986551561677
2R	AGAP001189	1813	3	4.91149536726
2R	AGAP003388	63	1	0.171167364809
2R	AGAP002732	291	2	0.369312083901
2R	AGAP002914	319	9	1.18128119471
2R	AGAP004403	134	1	0.109808686129
2R	AGAP013233	38	2	0.687674658814
2R	AGAP003986	667	9	0.00574618866749
2L	AGAP006638	124	1	0.0703001876105
2L	AGAP007111	24	1	0.098146029339
2L	AGAP006536	189	2	0.0378211368941
2L	AGAP007241	35	2	0.772374127808
2L	AGAP007301	294	5	0.0580044774782
2L	AGAP007678	16	1	0.230671825767
2L	AGAP004707	226	1	0.463117115709
2L	AGAP004969	37	1	0.0152397871457
2L	AGAP006497	113	2	0.0307020816807
2L	AGAP006225	54	1	0.120668022362
2L	AGAP006270	1056	1	3.29581108034
2L	AGAP006327	13	1	0.311048995235
2L	AGAP006159	35	1	0.00164017800215
2L	AGAP004915	367	1	0.975947516273
2L	AGAP007207	34	1	0.00534658501804
2L	AGAP004895	55	1	0.1264264059
2L	AGAP005464	224	2	0.149452007424
2L	AGAP005701	70	2	0.207245398757
2L	AGAP006092	40	1	0.0350792503027
2L	AGAP007661	41	2	0.614179252359
2L	AGAP006256	201	2	0.0756980439381
2L	AGAP005251	417	1	1.1522613124
2L	AGAP007259	14	3	5.52564017951
2L	AGAP007244	16	1	0.230671825767
2L	AGAP006453	27	2	1.07841759523
2L	AGAP007466	30	1	0.0367391840644
2L	AGAP007124	46	1	0.0730172437652
2L	AGAP005247	79	1	0.144920474808
2L	AGAP007684	240	1	0.515362640794
2L	AGAP007253	133	4	0.603697644527
2L	AGAP007123	80	1	0.137947797947
2L	AGAP006528	178	2	0.00357420952756
2L	AGAP005664	67	1	0.192757087944
2L	AGAP007279	25	1	0.0863577240948
2L	AGAP006772	79	1	0.144920474808
2L	AGAP007246	14	1	0.28127493067
2L	AGAP004685	11	1	0.382941157936
2L	AGAP006101	218	2	0.130088529462
2L	AGAP006454	229	2	0.165644638006
2L	AGAP006451	82	1	0.124487254447
2L	AGAP005246	128	1	0.0861264347832
2L	AGAP005627	657	1	1.97491866374
2L	AGAP006143	164	1	0.227059529038
2L	AGAP006728	35	1	0.00164017800215
2L	AGAP004701	206	1	0.387841757985
2L	AGAP005480	24	1	0.098146029339
2L	AGAP006534	116	1	0.0385668110774
2L	AGAP004809	50	3	1.40173935705
2L	AGAP006811	68	1	0.1980824567
2L	AGAP005931	48	1	0.0852149466317
2L	AGAP005675	257	2	0.25708490251
2L	AGAP007303	10	1	0.427123415581
2L	AGAP006096	37	1	0.0152397871457
2L	AGAP007093	104	2	0.00518318487038
2L	AGAP007032	146	3	0.112802715724
2L	AGAP007263	13	2	2.34164068756
2L	AGAP005831	52	2	0.411230917817
2L	AGAP007220	83	1	0.117988440155
2L	AGAP005816	294	1	0.713849317237
2L	AGAP005160	547	1	1.60180899633
2L	AGAP005467	254	1	0.567264988325
2L	AGAP005257	777	1	2.37657943215
2L	AGAP006251	77	1	0.159380039308
2L	AGAP007019	80	1	0.137947797947
2L	AGAP006058	465	2	0.949072743468
2L	AGAP005525	500	1	1.44053887615
2L	AGAP005502	19	2	1.60254286354
2L	AGAP007538	268	1	0.618845208794
2L	AGAP005378	1010	1	3.14534727045
2L	AGAP005212	61	1	0.160188341639
2L	AGAP006631	97	1	0.0405301358134
2L	AGAP006762	449	2	0.895770277861
2L	AGAP006520	322	1	0.815126882863
2L	AGAP006914	31	1	0.0283139018815
2L	AGAP005213	500	1	1.44053887615
2L	AGAP005936	21	1	0.138576356622
